date,user_id,app,sessions,minutes_used,feature_actions,errors,seat_cost_usd
2026-02-01,21,Slack,4,34,9,0,12
2026-02-01,26,Slack,7,40,38,0,12
2026-02-01,27,Jira,2,16,14,0,8
2026-02-01,30,Salesforce,3,47,13,0,150
2026-02-01,36,Salesforce,3,29,9,0,150
2026-02-01,40,Notion,4,14,6,0,10
2026-02-01,41,Salesforce,2,27,15,0,150
2026-02-01,46,Slack,9,52,30,0,12
2026-02-01,48,HubSpot,1,26,23,0,120
2026-02-01,50,Salesforce,6,65,22,0,150
2026-02-01,51,Notion,1,48,7,0,10
2026-02-01,54,Jira,5,20,1,0,8
2026-02-01,61,Slack,2,3,1,0,12
2026-02-01,62,Google Workspace,3,47,2,0,12
2026-02-01,62,Slack,4,22,4,0,12
2026-02-01,63,Google Workspace,3,19,14,0,12
2026-02-01,64,Google Workspace,2,38,9,0,12
2026-02-01,65,Salesforce,3,35,17,0,150
2026-02-01,67,HubSpot,1,29,15,0,120
2026-02-01,70,Notion,3,15,11,0,10
2026-02-01,71,Salesforce,5,58,59,0,150
2026-02-01,71,HubSpot,6,32,63,0,120
2026-02-01,71,Slack,1,44,41,0,12
2026-02-01,72,Slack,3,17,4,0,12
2026-02-01,74,Jira,2,19,9,0,8
2026-02-01,75,Jira,4,47,43,0,8
2026-02-01,76,HubSpot,8,28,37,0,120
2026-02-01,78,Google Workspace,4,62,18,0,12
2026-02-01,78,HubSpot,5,71,66,0,120
2026-02-01,85,Salesforce,2,18,14,0,150
2026-02-01,89,Salesforce,4,25,19,0,150
2026-02-01,92,Google Workspace,4,34,18,0,12
2026-02-01,92,HubSpot,1,25,12,1,120
2026-02-01,94,Salesforce,4,15,8,0,150
2026-02-01,94,Zendesk,1,3,17,0,90
2026-02-01,101,Notion,5,33,6,0,10
2026-02-01,101,Zendesk,2,41,6,0,90
2026-02-01,101,HubSpot,3,19,11,0,120
2026-02-01,105,Slack,2,18,21,0,12
2026-02-01,111,Google Workspace,3,13,1,0,12
2026-02-01,114,Salesforce,3,18,18,0,150
2026-02-01,118,Slack,1,39,9,0,12
2026-02-01,123,Zendesk,1,21,10,0,90
2026-02-01,123,HubSpot,1,7,22,0,120
2026-02-01,124,Google Workspace,6,22,9,0,12
2026-02-01,124,Salesforce,5,29,8,0,150
2026-02-01,124,Jira,3,19,6,0,8
2026-02-01,127,Slack,2,14,17,0,12
2026-02-01,131,Notion,1,23,11,0,10
2026-02-01,131,Salesforce,2,33,14,0,150
2026-02-01,132,Google Workspace,1,40,14,0,12
2026-02-01,133,Slack,2,21,18,0,12
2026-02-01,134,Salesforce,4,18,9,0,150
2026-02-01,137,Google Workspace,7,95,42,0,12
2026-02-01,146,HubSpot,4,23,9,0,120
2026-02-01,151,Google Workspace,6,47,5,0,12
2026-02-01,151,Salesforce,7,53,40,0,150
2026-02-01,153,HubSpot,7,41,45,0,120
2026-02-01,154,Slack,2,36,10,0,12
2026-02-01,154,Jira,2,21,5,0,8
2026-02-01,157,Google Workspace,2,19,17,2,12
2026-02-01,159,Slack,1,11,16,0,12
2026-02-01,159,Jira,2,29,2,0,8
2026-02-01,163,HubSpot,4,29,3,0,120
2026-02-01,172,Notion,6,10,24,0,10
2026-02-01,172,Jira,5,29,15,0,8
2026-02-01,175,Google Workspace,3,27,17,0,12
2026-02-01,175,HubSpot,1,31,23,0,120
2026-02-02,12,Notion,4,67,29,0,10
2026-02-02,12,Jira,8,26,55,0,8
2026-02-02,14,Slack,7,86,33,0,12
2026-02-02,16,Notion,3,34,25,0,10
2026-02-02,16,Zendesk,3,16,11,1,90
2026-02-02,18,Salesforce,2,7,12,0,150
2026-02-02,22,Zendesk,4,18,14,0,90
2026-02-02,32,Google Workspace,3,9,25,0,12
2026-02-02,33,HubSpot,7,63,36,0,120
2026-02-02,38,Zendesk,6,57,26,0,90
2026-02-02,39,Slack,1,23,5,0,12
2026-02-02,39,HubSpot,2,54,1,0,120
2026-02-02,40,Jira,2,6,11,0,8
2026-02-02,41,Jira,2,27,5,0,8
2026-02-02,43,HubSpot,4,16,4,0,120
2026-02-02,45,Zendesk,1,39,1,0,90
2026-02-02,46,Salesforce,6,51,39,0,150
2026-02-02,46,HubSpot,6,48,32,0,120
2026-02-02,47,Jira,4,13,21,0,8
2026-02-02,48,Google Workspace,3,18,9,0,12
2026-02-02,48,Salesforce,2,18,23,0,150
2026-02-02,50,Notion,4,40,20,0,10
2026-02-02,50,Slack,6,63,22,0,12
2026-02-02,53,Jira,1,24,20,1,8
2026-02-02,55,Zendesk,1,37,15,0,90
2026-02-02,55,HubSpot,5,33,5,0,120
2026-02-02,58,Google Workspace,5,23,17,0,12
2026-02-02,61,Zendesk,4,13,17,0,90
2026-02-02,66,Zendesk,3,51,3,0,90
2026-02-02,67,Slack,3,40,2,0,12
2026-02-02,69,Google Workspace,1,30,11,0,12
2026-02-02,70,Salesforce,2,7,21,0,150
2026-02-02,71,Notion,4,5,47,0,10
2026-02-02,73,HubSpot,6,38,23,0,120
2026-02-02,74,Notion,2,39,15,0,10
2026-02-02,75,Jira,8,96,17,0,8
2026-02-02,79,HubSpot,1,12,24,0,120
2026-02-02,81,Google Workspace,5,30,13,0,12
2026-02-02,83,Salesforce,2,17,10,0,150
2026-02-02,83,HubSpot,5,39,8,0,120
2026-02-02,84,Salesforce,3,27,15,0,150
2026-02-02,88,Zendesk,3,34,13,0,90
2026-02-02,92,Google Workspace,3,30,4,0,12
2026-02-02,92,Slack,2,54,13,0,12
2026-02-02,92,Zendesk,3,25,11,0,90
2026-02-02,93,Google Workspace,7,38,28,0,12
2026-02-02,98,Notion,3,14,31,0,10
2026-02-02,98,Google Workspace,1,7,19,0,12
2026-02-02,99,Google Workspace,3,13,5,0,12
2026-02-02,100,Slack,6,11,16,0,12
2026-02-02,104,Google Workspace,3,53,5,0,12
2026-02-02,104,Slack,4,31,19,0,12
2026-02-02,106,Slack,4,44,15,0,12
2026-02-02,107,Google Workspace,1,25,25,0,12
2026-02-02,110,Zendesk,1,31,6,0,90
2026-02-02,110,HubSpot,4,26,1,0,120
2026-02-02,111,Google Workspace,2,23,5,0,12
2026-02-02,111,Salesforce,3,26,1,0,150
2026-02-02,111,Slack,2,12,19,0,12
2026-02-02,113,Zendesk,2,9,1,1,90
2026-02-02,114,Salesforce,3,24,16,0,150
2026-02-02,115,Notion,3,20,18,0,10
2026-02-02,115,Salesforce,4,35,10,0,150
2026-02-02,115,HubSpot,5,25,17,0,120
2026-02-02,118,Google Workspace,4,38,6,0,12
2026-02-02,118,HubSpot,2,18,14,0,120
2026-02-02,119,Notion,2,30,10,0,10
2026-02-02,120,Salesforce,2,22,4,0,150
2026-02-02,122,Google Workspace,3,9,5,0,12
2026-02-02,122,Zendesk,2,11,1,0,90
2026-02-02,123,Slack,5,28,15,0,12
2026-02-02,123,HubSpot,3,18,14,0,120
2026-02-02,124,Notion,2,5,11,0,10
2026-02-02,124,Slack,1,41,19,1,12
2026-02-02,124,Jira,6,47,7,1,8
2026-02-02,125,Salesforce,1,29,6,0,150
2026-02-02,126,Notion,5,33,18,1,10
2026-02-02,129,Zendesk,2,17,14,0,90
2026-02-02,129,Jira,6,15,15,0,8
2026-02-02,133,Jira,5,15,2,0,8
2026-02-02,134,Slack,3,30,11,0,12
2026-02-02,134,Zendesk,2,4,14,0,90
2026-02-02,135,Salesforce,5,38,47,0,150
2026-02-02,137,Salesforce,6,69,25,0,150
2026-02-02,137,Slack,6,57,29,0,12
2026-02-02,141,Slack,2,38,19,0,12
2026-02-02,142,Slack,3,68,39,0,12
2026-02-02,142,Zendesk,6,58,55,0,90
2026-02-02,142,HubSpot,4,46,29,0,120
2026-02-02,146,Salesforce,2,11,11,1,150
2026-02-02,147,Notion,2,13,14,0,10
2026-02-02,148,Notion,4,28,6,0,10
2026-02-02,148,Salesforce,1,8,11,0,150
2026-02-02,148,Zendesk,1,40,15,0,90
2026-02-02,150,Jira,2,41,10,0,8
2026-02-02,151,Salesforce,4,76,56,0,150
2026-02-02,151,Slack,6,59,35,0,12
2026-02-02,152,Jira,4,32,15,0,8
2026-02-02,153,HubSpot,8,69,21,0,120
2026-02-02,154,HubSpot,2,22,1,0,120
2026-02-02,158,Slack,2,20,20,0,12
2026-02-02,158,HubSpot,2,23,12,0,120
2026-02-02,160,Slack,3,25,16,0,12
2026-02-02,164,HubSpot,7,31,54,0,120
2026-02-02,171,Notion,3,8,14,0,10
2026-02-02,172,Slack,1,16,16,0,12
2026-02-02,176,Notion,4,38,3,0,10
2026-02-02,179,Notion,5,76,5,0,10
2026-02-02,180,Slack,3,30,1,0,12
2026-02-03,1,Google Workspace,2,25,5,0,12
2026-02-03,1,Slack,4,29,5,0,12
2026-02-03,1,Jira,3,27,17,0,8
2026-02-03,3,Jira,2,18,8,0,8
2026-02-03,4,Zendesk,4,53,24,0,90
2026-02-03,6,HubSpot,1,21,1,0,120
2026-02-03,7,Slack,1,25,13,0,12
2026-02-03,12,Google Workspace,8,99,39,0,12
2026-02-03,12,Jira,2,76,49,0,8
2026-02-03,13,Slack,6,35,24,0,12
2026-02-03,14,Slack,7,63,41,0,12
2026-02-03,16,Slack,1,6,9,0,12
2026-02-03,25,Slack,3,31,13,0,12
2026-02-03,26,Slack,8,26,49,0,12
2026-02-03,29,Notion,2,12,1,0,10
2026-02-03,29,Google Workspace,2,29,17,0,12
2026-02-03,29,Jira,2,3,1,0,8
2026-02-03,30,Notion,1,15,15,0,10
2026-02-03,30,Salesforce,6,44,20,0,150
2026-02-03,33,Salesforce,8,45,42,0,150
2026-02-03,33,HubSpot,6,33,35,0,120
2026-02-03,34,Slack,3,7,8,0,12
2026-02-03,34,HubSpot,3,39,17,0,120
2026-02-03,36,Google Workspace,4,29,15,0,12
2026-02-03,36,HubSpot,4,14,11,0,120
2026-02-03,40,Google Workspace,3,18,5,0,12
2026-02-03,42,Salesforce,3,26,9,0,150
2026-02-03,42,Zendesk,2,14,14,0,90
2026-02-03,42,Jira,2,54,9,0,8
2026-02-03,45,Google Workspace,2,26,9,0,12
2026-02-03,45,Zendesk,1,24,18,0,90
2026-02-03,45,Jira,2,9,10,0,8
2026-02-03,48,Slack,3,9,29,0,12
2026-02-03,48,HubSpot,1,15,6,0,120
2026-02-03,50,Google Workspace,9,75,17,0,12
2026-02-03,50,Salesforce,3,23,17,0,150
2026-02-03,50,Zendesk,10,34,43,0,90
2026-02-03,51,Salesforce,1,26,11,0,150
2026-02-03,51,Slack,3,19,22,0,12
2026-02-03,51,Zendesk,2,3,21,0,90
2026-02-03,53,Google Workspace,4,28,17,0,12
2026-02-03,53,Zendesk,3,21,1,0,90
2026-02-03,54,Jira,2,31,7,0,8
2026-02-03,56,Zendesk,3,23,5,0,90
2026-02-03,58,Notion,2,37,10,0,10
2026-02-03,58,Google Workspace,1,14,19,0,12
2026-02-03,59,Google Workspace,7,38,60,0,12
2026-02-03,59,HubSpot,9,5,26,0,120
2026-02-03,61,Zendesk,1,25,10,0,90
2026-02-03,62,Slack,1,7,31,0,12
2026-02-03,63,Slack,3,36,8,0,12
2026-02-03,64,HubSpot,1,35,14,0,120
2026-02-03,66,Zendesk,3,27,5,0,90
2026-02-03,66,Jira,2,20,20,0,8
2026-02-03,68,Jira,3,18,3,0,8
2026-02-03,69,Notion,5,17,1,0,10
2026-02-03,70,Notion,5,27,7,0,10
2026-02-03,71,Notion,7,68,46,0,10
2026-02-03,73,Zendesk,6,72,18,0,90
2026-02-03,76,Zendesk,2,74,46,0,90
2026-02-03,76,HubSpot,4,51,41,0,120
2026-02-03,78,Notion,5,54,37,0,10
2026-02-03,79,HubSpot,1,57,2,0,120
2026-02-03,82,Notion,5,26,1,0,10
2026-02-03,82,Slack,3,41,1,0,12
2026-02-03,82,HubSpot,5,32,1,0,120
2026-02-03,84,Notion,1,51,6,0,10
2026-02-03,85,HubSpot,1,29,10,0,120
2026-02-03,87,Google Workspace,2,20,21,0,12
2026-02-03,88,HubSpot,5,21,6,0,120
2026-02-03,89,Jira,1,27,3,0,8
2026-02-03,89,Zendesk,3,16,10,0,90
2026-02-03,89,HubSpot,3,24,5,0,120
2026-02-03,91,Google Workspace,2,36,11,0,12
2026-02-03,91,Slack,3,47,17,0,12
2026-02-03,96,Google Workspace,1,23,2,0,12
2026-02-03,102,Slack,1,23,13,0,12
2026-02-03,103,Jira,1,30,9,0,8
2026-02-03,105,Zendesk,2,29,8,0,90
2026-02-03,110,HubSpot,5,48,11,0,120
2026-02-03,111,Slack,1,8,11,0,12
2026-02-03,113,Jira,3,31,4,0,8
2026-02-03,118,Slack,3,16,18,0,12
2026-02-03,121,Notion,5,10,1,0,10
2026-02-03,121,Google Workspace,1,4,12,0,12
2026-02-03,121,HubSpot,2,34,12,0,120
2026-02-03,122,Google Workspace,4,12,14,0,12
2026-02-03,124,Notion,1,31,28,2,10
2026-02-03,124,Slack,3,15,15,0,12
2026-02-03,126,Notion,1,26,12,0,10
2026-02-03,129,Zendesk,2,17,17,0,90
2026-02-03,129,Jira,3,34,11,0,8
2026-02-03,133,Notion,4,41,10,0,10
2026-02-03,133,Slack,2,23,17,3,12
2026-02-03,133,Jira,2,24,8,0,8
2026-02-03,135,Salesforce,4,29,12,0,150
2026-02-03,135,Slack,4,63,34,0,12
2026-02-03,137,Jira,5,59,32,0,8
2026-02-03,137,HubSpot,3,78,46,0,120
2026-02-03,140,Slack,1,35,13,0,12
2026-02-03,142,HubSpot,4,9,58,0,120
2026-02-03,143,Salesforce,2,6,11,0,150
2026-02-03,148,Google Workspace,2,3,20,0,12
2026-02-03,148,Jira,3,26,18,0,8
2026-02-03,149,Google Workspace,1,28,22,0,12
2026-02-03,151,Salesforce,5,71,41,0,150
2026-02-03,152,Zendesk,3,30,8,0,90
2026-02-03,155,Slack,4,15,12,0,12
2026-02-03,158,Jira,1,29,10,0,8
2026-02-03,159,Notion,2,53,5,0,10
2026-02-03,160,Google Workspace,3,27,15,0,12
2026-02-03,160,Slack,1,46,12,0,12
2026-02-03,160,Zendesk,2,16,27,0,90
2026-02-03,161,Zendesk,4,23,17,0,90
2026-02-03,162,Jira,1,31,20,0,8
2026-02-03,163,Notion,3,23,22,0,10
2026-02-03,166,HubSpot,1,23,24,0,120
2026-02-03,169,HubSpot,1,30,27,0,120
2026-02-03,171,HubSpot,2,17,12,0,120
2026-02-03,172,Notion,2,16,23,0,10
2026-02-03,172,Slack,1,29,12,0,12
2026-02-03,173,HubSpot,2,3,1,0,120
2026-02-03,175,Notion,1,31,4,0,10
2026-02-03,175,Slack,1,58,7,0,12
2026-02-03,176,HubSpot,5,46,6,0,120
2026-02-03,177,Slack,4,33,11,0,12
2026-02-03,178,Slack,2,23,8,0,12
2026-02-03,178,HubSpot,3,3,9,0,120
2026-02-03,179,Google Workspace,3,45,39,0,12
2026-02-04,1,Jira,1,38,18,0,8
2026-02-04,3,Google Workspace,5,15,5,0,12
2026-02-04,4,Salesforce,8,82,11,0,150
2026-02-04,4,Slack,2,21,36,0,12
2026-02-04,7,Jira,1,3,11,0,8
2026-02-04,8,Notion,4,31,17,0,10
2026-02-04,8,Zendesk,3,42,23,0,90
2026-02-04,12,Notion,6,74,36,0,10
2026-02-04,13,Slack,1,30,9,0,12
2026-02-04,13,Jira,4,31,1,0,8
2026-02-04,14,Google Workspace,2,14,23,0,12
2026-02-04,14,Salesforce,5,49,25,0,150
2026-02-04,15,Slack,3,17,2,0,12
2026-02-04,18,Google Workspace,2,27,9,0,12
2026-02-04,18,Zendesk,4,21,24,0,90
2026-02-04,19,HubSpot,5,23,6,0,120
2026-02-04,28,HubSpot,3,5,18,0,120
2026-02-04,33,HubSpot,4,55,23,0,120
2026-02-04,36,Notion,1,11,19,0,10
2026-02-04,37,Slack,2,38,21,0,12
2026-02-04,39,Slack,3,11,13,0,12
2026-02-04,41,Slack,1,15,1,0,12
2026-02-04,41,Jira,4,46,8,0,8
2026-02-04,42,HubSpot,1,28,20,0,120
2026-02-04,43,HubSpot,4,20,21,0,120
2026-02-04,45,Notion,1,15,12,0,10
2026-02-04,46,Slack,7,63,45,0,12
2026-02-04,47,Notion,6,41,6,0,10
2026-02-04,47,HubSpot,1,21,8,0,120
2026-02-04,50,Slack,11,50,41,0,12
2026-02-04,50,Zendesk,8,73,23,0,90
2026-02-04,52,Google Workspace,3,27,3,0,12
2026-02-04,56,Salesforce,4,21,6,0,150
2026-02-04,56,Zendesk,2,18,15,2,90
2026-02-04,57,Google Workspace,3,33,16,0,12
2026-02-04,59,Salesforce,7,30,28,0,150
2026-02-04,59,HubSpot,5,84,40,0,120
2026-02-04,61,Slack,3,37,6,0,12
2026-02-04,65,Slack,4,31,11,1,12
2026-02-04,65,HubSpot,4,31,18,0,120
2026-02-04,71,Salesforce,5,66,61,0,150
2026-02-04,73,Notion,4,28,42,0,10
2026-02-04,73,HubSpot,6,37,75,0,120
2026-02-04,76,Notion,7,74,17,0,10
2026-02-04,76,Jira,7,37,42,0,8
2026-02-04,79,HubSpot,3,22,19,0,120
2026-02-04,84,Salesforce,1,24,9,0,150
2026-02-04,84,HubSpot,3,21,5,0,120
2026-02-04,87,Zendesk,2,19,12,0,90
2026-02-04,93,Google Workspace,2,36,36,0,12
2026-02-04,98,Google Workspace,3,16,1,0,12
2026-02-04,98,Slack,1,42,7,0,12
2026-02-04,98,Jira,3,30,4,0,8
2026-02-04,100,Notion,2,26,1,0,10
2026-02-04,100,Slack,1,6,5,0,12
2026-02-04,100,Jira,1,38,28,0,8
2026-02-04,103,Jira,2,11,20,0,8
2026-02-04,104,Google Workspace,4,38,24,0,12
2026-02-04,106,Zendesk,2,3,16,0,90
2026-02-04,108,Notion,1,19,14,0,10
2026-02-04,112,Slack,3,44,14,0,12
2026-02-04,113,HubSpot,1,39,1,0,120
2026-02-04,115,Notion,3,16,9,0,10
2026-02-04,115,Slack,4,3,1,0,12
2026-02-04,115,Jira,3,52,2,1,8
2026-02-04,116,Salesforce,4,17,1,1,150
2026-02-04,116,Slack,2,3,1,0,12
2026-02-04,117,Jira,3,31,20,0,8
2026-02-04,118,Google Workspace,3,16,1,0,12
2026-02-04,118,Slack,2,8,16,0,12
2026-02-04,118,HubSpot,3,37,19,0,120
2026-02-04,119,HubSpot,2,11,12,0,120
2026-02-04,121,Slack,3,3,12,0,12
2026-02-04,122,Google Workspace,1,19,20,0,12
2026-02-04,134,Jira,1,9,22,0,8
2026-02-04,134,Zendesk,1,13,20,0,90
2026-02-04,134,HubSpot,2,22,16,0,120
2026-02-04,135,Notion,3,72,5,0,10
2026-02-04,135,Slack,6,44,9,0,12
2026-02-04,135,Google Workspace,5,63,32,0,12
2026-02-04,140,Slack,4,17,14,0,12
2026-02-04,140,HubSpot,1,31,17,0,120
2026-02-04,141,Salesforce,1,16,8,0,150
2026-02-04,141,Slack,3,29,6,0,12
2026-02-04,141,HubSpot,3,28,13,0,120
2026-02-04,144,Slack,1,30,16,0,12
2026-02-04,144,Zendesk,2,20,4,0,90
2026-02-04,144,Jira,2,15,14,0,8
2026-02-04,146,Salesforce,2,29,15,0,150
2026-02-04,147,Slack,3,30,13,0,12
2026-02-04,148,Notion,3,38,17,0,10
2026-02-04,150,Zendesk,1,17,4,0,90
2026-02-04,151,Slack,4,71,22,0,12
2026-02-04,151,HubSpot,3,11,54,0,120
2026-02-04,152,Zendesk,2,27,9,0,90
2026-02-04,153,Google Workspace,8,75,59,0,12
2026-02-04,155,Slack,2,22,24,0,12
2026-02-04,156,Notion,3,29,2,0,10
2026-02-04,156,Jira,2,5,8,0,8
2026-02-04,162,Jira,2,19,10,0,8
2026-02-04,164,Salesforce,5,64,29,0,150
2026-02-04,166,Google Workspace,3,36,9,1,12
2026-02-04,172,Salesforce,5,4,13,0,150
2026-02-04,173,HubSpot,5,18,1,0,120
2026-02-04,177,Slack,4,19,14,0,12
2026-02-04,178,Salesforce,5,45,16,0,150
2026-02-04,180,HubSpot,1,23,9,1,120
2026-02-05,4,Google Workspace,3,50,25,0,12
2026-02-05,8,Zendesk,2,23,18,0,90
2026-02-05,9,Notion,3,21,17,0,10
2026-02-05,10,Slack,1,31,9,0,12
2026-02-05,10,Jira,3,26,18,0,8
2026-02-05,14,Google Workspace,7,31,24,0,12
2026-02-05,15,Slack,3,34,1,0,12
2026-02-05,23,Salesforce,1,48,1,0,150
2026-02-05,26,Slack,7,80,41,0,12
2026-02-05,26,Zendesk,7,43,7,0,90
2026-02-05,28,Slack,1,38,11,0,12
2026-02-05,30,Slack,3,18,4,0,12
2026-02-05,30,HubSpot,4,9,28,0,120
2026-02-05,33,Slack,4,51,9,0,12
2026-02-05,40,Notion,4,21,11,0,10
2026-02-05,47,Google Workspace,3,31,7,0,12
2026-02-05,50,Zendesk,6,58,5,0,90
2026-02-05,53,Notion,2,19,13,0,10
2026-02-05,53,Zendesk,4,25,9,0,90
2026-02-05,56,Zendesk,4,3,21,0,90
2026-02-05,58,Jira,1,16,16,0,8
2026-02-05,59,HubSpot,6,28,50,0,120
2026-02-05,61,Slack,3,3,9,0,12
2026-02-05,61,Zendesk,1,20,9,0,90
2026-02-05,65,Salesforce,3,22,16,0,150
2026-02-05,66,Notion,1,15,2,0,10
2026-02-05,66,Slack,4,19,1,0,12
2026-02-05,66,Zendesk,3,29,1,0,90
2026-02-05,75,Notion,6,10,38,0,10
2026-02-05,76,Salesforce,6,30,37,0,150
2026-02-05,76,Zendesk,4,25,38,0,90
2026-02-05,78,Notion,3,48,32,0,10
2026-02-05,79,Salesforce,3,22,7,1,150
2026-02-05,82,Slack,3,23,10,0,12
2026-02-05,82,HubSpot,4,27,9,0,120
2026-02-05,83,Google Workspace,1,42,13,0,12
2026-02-05,88,Notion,1,26,5,0,10
2026-02-05,88,Salesforce,3,22,32,0,150
2026-02-05,92,Google Workspace,3,5,18,0,12
2026-02-05,93,Notion,4,81,22,0,10
2026-02-05,93,Slack,4,64,36,0,12
2026-02-05,93,HubSpot,3,30,27,0,120
2026-02-05,94,Salesforce,3,29,8,0,150
2026-02-05,95,Google Workspace,4,22,18,0,12
2026-02-05,96,Slack,3,38,26,0,12
2026-02-05,99,HubSpot,2,28,5,0,120
2026-02-05,100,Jira,2,10,28,0,8
2026-02-05,105,Notion,3,30,4,0,10
2026-02-05,105,Jira,1,22,7,0,8
2026-02-05,110,Notion,2,32,8,0,10
2026-02-05,110,Google Workspace,4,16,28,0,12
2026-02-05,110,HubSpot,5,52,5,0,120
2026-02-05,113,Zendesk,4,33,2,0,90
2026-02-05,113,Jira,3,16,22,0,8
2026-02-05,114,Google Workspace,2,41,9,0,12
2026-02-05,116,Google Workspace,1,26,23,0,12
2026-02-05,120,Salesforce,5,37,13,0,150
2026-02-05,121,Google Workspace,4,3,22,0,12
2026-02-05,121,Slack,1,26,31,0,12
2026-02-05,124,Notion,1,15,20,0,10
2026-02-05,124,Slack,1,36,19,0,12
2026-02-05,124,Jira,5,22,18,0,8
2026-02-05,125,Google Workspace,2,40,1,0,12
2026-02-05,126,Notion,2,5,12,0,10
2026-02-05,128,Google Workspace,2,41,5,0,12
2026-02-05,131,Notion,1,16,6,0,10
2026-02-05,131,Salesforce,1,5,20,0,150
2026-02-05,132,HubSpot,4,9,7,0,120
2026-02-05,134,Slack,5,18,12,0,12
2026-02-05,135,Zendesk,6,40,16,0,90
2026-02-05,137,Salesforce,4,74,15,0,150
2026-02-05,141,Slack,2,31,18,0,12
2026-02-05,142,Google Workspace,2,52,46,0,12
2026-02-05,144,Google Workspace,2,38,11,0,12
2026-02-05,144,Slack,5,33,25,0,12
2026-02-05,144,HubSpot,3,36,10,0,120
2026-02-05,145,HubSpot,3,43,14,0,120
2026-02-05,146,HubSpot,4,3,9,0,120
2026-02-05,147,Notion,8,36,9,0,10
2026-02-05,147,Jira,2,21,18,0,8
2026-02-05,148,Google Workspace,1,9,10,0,12
2026-02-05,148,Salesforce,4,7,25,0,150
2026-02-05,151,Slack,3,61,29,0,12
2026-02-05,151,Zendesk,7,41,27,0,90
2026-02-05,151,Jira,6,41,39,0,8
2026-02-05,153,HubSpot,7,37,34,0,120
2026-02-05,159,Jira,2,37,12,0,8
2026-02-05,160,Slack,1,20,16,0,12
2026-02-05,163,Google Workspace,1,37,7,0,12
2026-02-05,163,Slack,2,21,17,0,12
2026-02-05,164,Notion,6,31,36,0,10
2026-02-05,164,Slack,8,70,61,0,12
2026-02-05,166,Slack,3,13,17,0,12
2026-02-05,168,Notion,5,24,7,0,10
2026-02-05,168,Slack,1,25,2,0,12
2026-02-05,171,Notion,1,19,18,0,10
2026-02-05,171,Salesforce,2,27,17,0,150
2026-02-05,171,Slack,4,26,10,1,12
2026-02-05,172,Notion,1,40,3,0,10
2026-02-05,174,Slack,2,39,1,0,12
2026-02-05,178,HubSpot,4,8,23,0,120
2026-02-05,179,Notion,5,59,21,0,10
2026-02-05,180,Zendesk,1,28,13,0,90
2026-02-06,3,Google Workspace,4,21,12,0,12
2026-02-06,3,Slack,1,21,3,0,12
2026-02-06,4,Slack,5,51,40,0,12
2026-02-06,7,Salesforce,1,32,17,0,150
2026-02-06,7,Slack,2,27,18,0,12
2026-02-06,8,Google Workspace,3,31,5,0,12
2026-02-06,8,HubSpot,1,23,10,0,120
2026-02-06,8,Notion,3,31,25,0,10
2026-02-06,11,Salesforce,3,31,5,0,150
2026-02-06,12,Notion,10,75,31,0,10
2026-02-06,12,Slack,4,65,17,0,12
2026-02-06,12,Google Workspace,5,77,47,0,12
2026-02-06,13,Google Workspace,2,22,15,0,12
2026-02-06,15,Google Workspace,3,3,16,0,12
2026-02-06,16,Slack,2,23,10,0,12
2026-02-06,20,Slack,6,39,14,0,12
2026-02-06,21,HubSpot,1,18,1,0,120
2026-02-06,23,HubSpot,3,16,16,0,120
2026-02-06,26,HubSpot,6,40,24,0,120
2026-02-06,27,Slack,2,15,13,0,12
2026-02-06,27,HubSpot,5,16,24,1,120
2026-02-06,33,HubSpot,2,63,35,0,120
2026-02-06,45,Notion,2,12,1,0,10
2026-02-06,45,Zendesk,2,33,10,0,90
2026-02-06,46,Slack,8,24,26,0,12
2026-02-06,46,HubSpot,4,50,40,0,120
2026-02-06,47,Slack,2,24,11,0,12
2026-02-06,48,Notion,3,15,13,0,10
2026-02-06,48,Google Workspace,1,27,15,0,12
2026-02-06,49,Slack,3,9,31,0,12
2026-02-06,49,Zendesk,3,12,11,0,90
2026-02-06,49,HubSpot,4,33,9,0,120
2026-02-06,50,Notion,6,64,38,0,10
2026-02-06,50,Salesforce,9,51,44,0,150
2026-02-06,50,Zendesk,6,53,36,0,90
2026-02-06,53,Google Workspace,2,38,14,0,12
2026-02-06,54,Google Workspace,1,31,9,0,12
2026-02-06,54,HubSpot,3,15,16,0,120
2026-02-06,55,Jira,1,34,17,0,8
2026-02-06,58,HubSpot,1,42,12,0,120
2026-02-06,59,Google Workspace,1,71,36,0,12
2026-02-06,59,Slack,4,39,29,0,12
2026-02-06,59,HubSpot,7,113,52,0,120
2026-02-06,66,Zendesk,3,23,18,0,90
2026-02-06,68,Notion,3,33,8,0,10
2026-02-06,71,Notion,4,68,13,0,10
2026-02-06,71,Slack,9,32,35,0,12
2026-02-06,71,Zendesk,4,44,30,0,90
2026-02-06,73,Salesforce,5,32,40,0,150
2026-02-06,74,Notion,2,3,19,0,10
2026-02-06,75,Slack,5,29,24,0,12
2026-02-06,75,Jira,7,69,32,0,8
2026-02-06,78,Salesforce,4,5,46,0,150
2026-02-06,79,Google Workspace,2,36,8,0,12
2026-02-06,79,HubSpot,2,22,22,0,120
2026-02-06,80,Salesforce,1,19,1,0,150
2026-02-06,80,Slack,4,20,11,0,12
2026-02-06,84,Zendesk,4,18,5,2,90
2026-02-06,90,HubSpot,4,20,16,0,120
2026-02-06,92,Zendesk,4,21,13,0,90
